,Role,Date,Seniority,Salary,Company
490,Software Engineer,2021-09-23,11,31000,סילקן סקינוביישנס הום
491,C Programmer,2021-09-22,3,10000,מלם-תים
492,Java Programmer,2021-09-22,0,7300,איצ טי אר גי
493,Software Engineer,2021-09-22,10,20000,מערכות אלביט
494,Software Engineer,2021-09-22,11,42000,נובה
495,Software Engineer,2021-09-22,3,24000,אנבידיה
496,Cyber Security,2021-09-22,4,28000,בלוויין
497,Java Programmer,2021-09-22,6,12500,בזק
498,DevOps,2021-09-22,4,30000,מארוול
499,Web Programmer,2021-09-22,2,11500,החדשה אוטומציה
500,DevOps,2021-09-22,4,28000,סיסקו
501,C# Programmer,2021-09-19,0,4500,מערכות אלביט
502,C# Programmer,2021-09-19,2,21000,מערכות אלביט
503,C# Programmer,2021-09-19,0,10000,גוגל
504,C Programmer,2021-09-19,0,9000,ספיאנס
505,C Programmer,2021-09-19,2,28000,ורוניס
506,Web Programmer,2021-09-19,3,12000,מונולית
507,Python Programmer,2021-09-19,0,7000,מעשית חדשנות
508,Web Programmer,2021-09-19,0,8000,מובאו
509,Web Programmer,2021-09-19,5,30000,סנטינלוואן
510,DevOps,2021-09-19,1,20918,יו האקר
511,Software Engineer,2021-09-19,0,24000,מערכות אלביט
512,Java Programmer,2021-09-19,0,24000,נייס
513,Cyber Security,2021-09-14,0,20000,צ'קפוינט
514,Web Programmer,2021-09-14,0,13000,מוביל 019
515,Web Programmer,2021-09-14,0,12500,קודס לידר
516,Software Student,2021-09-14,0,12000,מיקרוסופט
517,C# Programmer,2021-09-14,0,24000,אקטיב מון
518,Web Programmer,2021-09-13,2,10000,טיקס
519,Web Programmer,2021-09-13,3,18000,מטריקס
520,Java Programmer,2021-09-13,6,20000,מבטחים מנורה
521,Software Engineer,2021-09-13,11,16000,טכנולוגיות סיברון
522,C Programmer,2021-09-13,0,9000,ספיאנס
523,Python Programmer,2021-09-13,3,24000,אדג' סולאר
524,C# Programmer,2021-09-12,0,16000,מטריקס
525,C Programmer,2021-09-12,1,6000,רפאל
526,Software Student,2021-09-12,3,9720,אלגוסק
527,Web Programmer,2021-09-12,0,8000,גלובל מטריקס
528,Cyber Security,2021-09-11,0,6000,נס
529,C Programmer,2021-09-11,3,27000,אינטל
530,.NET,2021-09-11,10,20000,נס
531,DevOps,2021-09-11,10,30000,מוביט
532,DevOps,2021-09-11,0,10000,אלפיזור
533,Algorithms Developer,2021-09-11,2,32000,מדהאב
534,Web Programmer,2021-09-11,0,8000,קמביום
535,C# Programmer,2021-09-11,6,22000,גוגל
536,Cyber Security,2021-09-11,0,5300,צ'קפוינט
537,Cyber Security,2021-09-09,2,7000,מערכות אלעד
538,.NET,2021-09-09,11,17000,רד
539,Software Engineer,2021-09-09,6,28000,וורלדמייט
540,C Programmer,2021-09-09,0,20000,צ'קפוינט
541,Web Programmer,2021-09-09,2,20000,גסטי
542,Software Engineer,2021-09-09,5,30000,נקסט סמסונג
543,Software Engineer,2021-09-09,2,20000,מחשבים אמן
544,Software Engineer,2021-09-09,2,20000,רפאל
545,Mobile Programmer,2021-09-09,2,11000,גלובלביט
546,C Programmer,2021-09-09,6,25000,ריטליקס
547,Java Programmer,2021-09-09,4,18000,אמדוקס
548,Web Programmer,2021-09-09,2,12000,אפילומניה
549,Software Engineer,2021-09-09,1,16000,בע״מ אפליקיישנז פסט
550,Software Student,2021-09-09,0,20000,מיקרוסופט
551,C# Programmer,2021-09-06,11,21000,הפועלים בנק
552,Software Student,2021-09-06,0,5400,אינטל
553,Cyber Security,2021-09-06,1,14000,מידעטק
554,C# Programmer,2021-09-06,5,23000,צ'קפוינט
555,C# Programmer,2021-09-06,3,20000,הבינלאומי בנק
556,C# Programmer,2021-09-06,8,27000,הביטחון משרד
557,Software Student,2021-09-06,0,19000,מיקרוסופט
558,Software Student,2021-09-06,0,5000,רפאל
559,Web Programmer,2021-09-06,6,40000,Wix
560,Web Programmer,2021-09-06,10,38000,אינטל
561,Software Engineer,2021-09-05,6,15000,"צה""ל"
562,Java Programmer,2021-09-05,7,32000,VMware
563,Cyber Security,2021-09-05,0,9000,באגסק
564,C# Programmer,2021-09-05,1,5000,לאוטומציה החברה
565,Team Leader,2021-09-05,5,9000,קרגו פליינג
566,Python Programmer,2021-09-05,0,3000,צ'קפוינט
567,Team Leader,2021-09-03,6,35000,אפ קונטרול
568,Java Programmer,2021-09-03,0,12000,סיווה
569,Team Leader,2021-09-03,9,31000,סייברארק
570,Software Student,2021-09-03,0,7000,אינטל
571,PHP,2021-09-02,3,13000,וויטיקס
572,C# Programmer,2021-09-02,11,23000,אווירית תעשייה
573,Team Leader,2021-08-12,9,39000,טנכור קלא
574,Software Engineer,2021-08-12,7,35000,ישראל סמיקונדקטור סוני
575,Software Engineer,2021-08-12,6,36000,אפספלייר
576,Algorithms Developer,2021-08-12,2,26000,מדיקל איתמר
577,Software Engineer,2021-08-12,3,20000,אווירית תעשייה
578,Software Engineer,2021-08-12,3,25000,מערכות אלביט
579,C Programmer,2021-08-12,11,16000,עדן מי
580,Software Engineer,2021-08-12,9,26000,מיקרופוקוס
581,Web Programmer,2021-08-12,4,12000,תוכנה תעשיות יוניק
582,Software Student,2021-08-12,0,7000,דיגיטל קורנית
583,Web Programmer,2021-08-12,4,18000,Wishtrip
584,Java Programmer,2021-08-12,10,30000,פאנאיה
585,Web Programmer,2021-08-12,1,9500,קודס לידר
586,Cyber Security,2021-08-12,1,5000,ריטליקס
587,C# Programmer,2021-08-11,3,26000,פורסקאוט
588,C Programmer,2021-08-11,4,23500,מערכות אלביט
589,Sysadmin Windows,2021-08-11,0,8500,מיקרוסופט
590,Software Engineer,2021-08-11,11,29000,דוולור
591,Java Programmer,2021-08-11,4,20000,החדשה אוטומציה
592,Software Engineer,2021-08-07,10,24000,מערכות אלתא
593,Java Programmer,2021-08-07,3,1800,צ'קפוינט
594,Team Leader,2021-08-07,8,40000,רדוור
595,Python Programmer,2021-08-07,1,20000,יוניטרוניקס
596,DevOps,2021-08-07,2,27000,הפועלים בנק
597,Algorithms Developer,2021-08-07,5,12000,"צה""ל"
598,Team Leader,2021-08-07,10,30000,מגל
599,C Programmer,2021-08-07,11,40000,איי אס אר
600,Linux,2021-08-07,0,8000,אינטל
601,Java Programmer,2021-08-06,4,16500,ADT
602,Sysadmin Windows,2021-08-06,4,17000,הפניקס
603,Software Engineer,2021-08-06,4,30000,סטרטסיס
604,Software Engineer,2021-08-06,5,18000,דיגיטל ווסטרן
605,Cyber Security,2021-08-06,0,8000,מערכות אלביט
606,Software Student,2021-08-04,0,10000,ואיאר
607,C# Programmer,2021-08-04,3,12000,שירותים טאב
608,Web Programmer,2021-08-04,1,19000,זומינפו
609,Web Programmer,2021-08-04,2,20000,טרדיגו
610,Team Leader,2021-08-04,3,17000,"צה""ל"
611,Web Programmer,2021-08-04,2,23000,מערכות אלביט
612,Software Engineer,2021-08-04,4,23000,מערכות אלתא
613,Java Programmer,2021-08-04,6,21000,ספיאנס
614,Mobile Programmer,2021-08-04,0,12000,פלאזה קראון מלון
615,Team Leader,2021-08-03,4,34000,צ'קפוינט
616,Database Administrator,2021-08-03,2,12000,ווריפיקיישן דיגיטל
617,PHP,2021-08-03,1,15000,וי-ג'ן
618,Software Engineer,2021-08-03,2,26000,אינטל
619,DevOps,2021-08-03,10,30000,סנדיסקי
620,Java Programmer,2021-08-02,2,15000,אמדוקס
621,Software Student,2021-08-02,0,3600,ירושלים עיריית
622,Software Engineer,2021-08-02,5,18000,אמדוקס
623,Java Programmer,2021-08-02,10,28000,בי.אם.סי
624,Algorithms Developer,2021-08-02,5,35000,קופליינט אבר
625,Software Student,2021-08-02,1,19000,מיקרוסופט
626,Software Student,2021-07-29,0,8000,גוגל
627,Team Leader,2021-07-29,5,12000,ירוחם אוטומציה
628,Sysadmin Windows,2021-07-29,2,7000,"צה""ל"
629,Software Engineer,2021-07-29,4,22660,רשתות F5
630,Software Engineer,2021-07-29,0,30000,ראיה טכנולוגיות מובילאיי
631,Software Engineer,2021-07-29,3,24000,נייס
632,Python Programmer,2021-07-29,2,30000,באק-אפ אוון
633,Algorithms Developer,2021-07-29,5,37000,טראקס
634,C Programmer,2021-07-29,6,31000,צ'קפוינט
635,Web Programmer,2021-07-28,11,23700,מלם-תים
636,Java Programmer,2021-07-28,10,25600,און לוג
637,Mobile Programmer,2021-07-28,7,33000,טסטים
638,C# Programmer,2021-07-28,1,18000,צ'קפוינט
639,C# Programmer,2021-07-28,5,13000,רוקס איי
640,Software Engineer,2021-07-28,10,24000,אווירית תעשייה
641,Algorithms Developer,2021-07-28,2,29000,סקייבוקס
642,Python Programmer,2021-07-28,0,19000,צ'קפוינט
643,Web Programmer,2021-07-28,2,28500,מורגן פי ג'י
644,C Programmer,2021-07-27,6,11000,איירוקס
645,C Programmer,2021-07-27,5,20000,יאהו!
646,C Programmer,2021-07-27,1,19000,צ'קפוינט
647,Team Leader,2021-07-27,6,25000,אווירית תעשייה
648,PHP,2021-07-27,3,12650,פלקס
649,Python Programmer,2021-07-27,3,20000,פלייטיקה
650,Web Programmer,2021-07-27,1,15000,קומפאי
651,Web Programmer,2021-07-27,4,38000,נטומד
652,Java Programmer,2021-07-27,2,20000,אינטל
653,Web Programmer,2021-07-26,7,2000,מוביל 019
654,Cyber Security,2021-07-26,3,11000,מלם-תים
655,C# Programmer,2021-07-26,0,15000,בריקס
656,Software Engineer,2021-07-26,3,53000,יאהו!
657,Software Engineer,2021-07-26,0,10000,מערכות ר.ב
658,Team Leader,2021-07-26,9,9500,ופיננסים ביטוח ניהול שקל קבוצת
659,Cyber Security,2021-07-26,2,16000,יו האקר
660,C# Programmer,2021-07-26,11,41000,מיקרוסופט
661,Web Programmer,2021-07-25,0,8000,מרקטינג טק
662,C# Programmer,2021-07-25,3,16000,בקסופט
663,Java Programmer,2021-07-25,7,21000,לאומי ביטוח
664,C# Programmer,2021-07-25,2,10000,מיקרוסופט
665,Mobile Programmer,2021-07-25,3,25000,ווקסי
666,C# Programmer,2021-07-25,0,18000,אווירית תעשייה
667,C# Programmer,2021-07-25,0,6500,איירוקס
668,Software Student,2021-07-25,0,5000,מערכות אלביט
669,Team Leader,2021-07-25,6,19000,קיסר אבן
670,C Programmer,2021-07-25,5,32000,אינטל
671,Java Programmer,2021-07-25,0,21000,צים
672,Cyber Security,2021-07-25,0,7500,בלוויין
673,Python Programmer,2021-07-25,3,23000,אניויז'ן
674,Python Programmer,2021-07-25,3,26000,מימטיקס אינובו
675,C Programmer,2021-07-25,0,8000,סאפיאנס
676,Software Engineer,2021-07-25,11,28000,מטרוניקס
677,Java Programmer,2021-07-25,10,26000,ישיר ביטוח
678,Software Student,2021-07-25,0,7000,אינטל
679,Software Student,2021-07-25,0,8500,אמדוקס
680,Web Programmer,2021-07-25,2,23000,וויזד פרומרקטינג
681,Software Student,2021-07-25,0,12000,אמזון
682,Team Leader,2021-07-25,0,4000,אמרל
683,C# Programmer,2021-07-22,4,22000,SQLink
684,Algorithms Developer,2021-07-22,3,30000,סיסטמס מדיקל פיליפס
685,.NET,2021-07-22,2,10500,מערכות אלעד
686,Web Programmer,2021-07-22,11,17000,קופרטו
687,Cyber Security,2021-07-22,1,10600,סטרטסיס
688,Cyber Security,2021-07-22,2,15000,טבע
689,Web Programmer,2021-07-22,0,13500,ישקר
690,Software Engineer,2021-07-22,9,36000,מערכות אלביט
691,Software Engineer,2021-07-22,10,25000,רפאל
692,Team Leader,2021-07-22,5,14000,הופמן מרטנס
693,DevOps,2021-07-22,3,16500,אמדוקס
694,C# Programmer,2021-07-21,11,27000,מערכות אלביט
695,Software Engineer,2021-07-21,2,25000,אינטל
696,Software Engineer,2021-07-21,2,12000,מערכות אלעד
697,Java Programmer,2021-07-21,2,35000,מיקרוסופט
698,Java Programmer,2021-07-21,6,28000,אמדוקס
699,Web Programmer,2021-07-21,0,18000,ספיאנס
700,C# Programmer,2021-07-21,0,6700,מערכות אלביט
701,Software Engineer,2021-07-21,3,25000,אינטל
702,Cyber Security,2021-07-21,0,11000,לייבפרסון
703,C Programmer,2021-07-21,0,17000,אלגוטק
704,Team Leader,2021-07-21,4,12000,טכנולוגיות סי אקס די
705,Team Leader,2021-07-21,0,13000,"צה""ל"
706,Cyber Security,2021-07-20,5,30000,אדג' סולאר
707,Web Programmer,2021-07-20,7,27000,סורס איירון
708,C Programmer,2021-07-20,2,25000,צ'קפוינט
709,Software Engineer,2021-07-20,11,28000,אינדיגו HP
710,Python Programmer,2021-07-20,1,6000,אקספריטסט
711,Python Programmer,2021-07-19,5,19000,ראיה טכנולוגיות מובילאיי
712,Team Leader,2021-07-19,10,40000,טי. אנד איי.טי.
713,Web Programmer,2021-07-19,1,13000,מטריקס
714,Cyber Security,2021-07-19,2,5000,HPE מרקורי
715,Software Student,2021-07-19,0,8000,צ'קפוינט
716,PHP,2021-07-19,0,11000,רפאל
717,Software Student,2021-07-19,0,7000,אינטל
718,Sysadmin Windows,2021-07-19,1,12000,איתוראן
719,C Programmer,2021-07-19,0,20000,מערכות אלביט
720,Software Engineer,2021-07-19,8,27000,מיקרוגל אייל
721,Software Engineer,2021-07-19,6,32000,אינטל
722,Software Engineer,2021-07-19,4,30000,סייברארק
723,C# Programmer,2021-07-19,6,28000,דיימנשנס קליק
724,Java Programmer,2021-07-18,0,12000,דל
725,DevOps,2021-07-18,0,20000,אפספלייר
726,DevOps,2021-07-18,2,20500,נס
727,C# Programmer,2021-07-18,2,15000,הירולו
728,.NET,2021-07-18,1,9000,לאומי בנק
729,Mobile Programmer,2021-07-18,3,20000,הפועלים בנק
730,Software Engineer,2021-07-18,0,24500,אלגוטק
731,Web Programmer,2021-07-18,1,10000,טיקטינגו
732,Java Programmer,2021-07-18,1,22000,אלקטריק ג'נרל
733,Cyber Security,2021-07-18,2,12000,רילקומרס
734,Python Programmer,2021-07-18,3,22000,אניויז'ן
735,C# Programmer,2021-07-18,0,14000,ECI
736,Java Programmer,2021-07-18,4,35500,טאבולה
737,C# Programmer,2021-07-15,0,17000,dbMotion
738,Team Leader,2021-07-15,0,18000,"נתב""ג"
739,Cyber Security,2021-07-15,0,10000,"צה""ל"
740,Java Programmer,2021-07-15,4,24000,פינסטרה
741,Software Engineer,2021-07-15,10,22000,יס
742,Web Programmer,2021-07-15,3,17500,המשפטים משרד
743,Web Programmer,2021-07-14,0,7500,סופטוויר גליל
744,DevOps,2021-07-14,2,30000,קנשו
745,Database Administrator,2021-07-14,0,11000,מחשבים אמן
746,Linux,2021-07-14,3,13500,סי טריפל
747,Cyber Security,2021-07-14,0,10000,מחשבים אמן
748,.NET,2021-07-14,1,25000,מיקרוסופט
749,Software Student,2021-07-14,0,5000,מערכות אלתא
750,Software Student,2021-07-14,0,5200,רפאל
751,Algorithms Developer,2021-07-14,5,52000,מוטורס ג'נרל
752,Cyber Security,2021-07-13,11,20000,זיקוק בתי פז
753,Software Student,2021-07-13,0,7560,יבמ
754,Software Engineer,2021-07-13,6,19000,אמדוקס
755,Mobile Programmer,2021-07-13,4,20000,סופט אנג'י
756,C# Programmer,2021-07-13,4,13000,אינטל
757,PHP,2021-07-13,0,10000,איינמאנג'
758,C# Programmer,2021-07-13,5,15000,נס
759,C# Programmer,2021-07-13,1,12500,ישקר
760,Java Programmer,2021-07-13,4,28000,מאך סטארהום
761,Java Programmer,2021-07-13,4,28000,נייס
762,Team Leader,2021-07-12,10,30000,מידע טכנולוגיות הראל
763,Software Student,2021-07-12,0,8000,מיקרוסופט
764,C# Programmer,2021-07-12,4,15500,פיוניר
765,Java Programmer,2021-07-12,0,18000,ספיאנס
766,C# Programmer,2021-07-12,6,25000,גוגל
767,C# Programmer,2021-07-12,0,6000,אינטל
768,.NET,2021-07-12,4,12000,מערכות אלעד
769,DevOps,2021-07-12,2,19360,אמדוקס
770,Algorithms Developer,2021-07-12,0,20000,פומיסל
771,Team Leader,2021-07-12,5,14000,ישראל משטרת
772,Team Leader,2021-07-11,11,28000,רפאל
773,Cyber Security,2021-07-11,4,19500,סקיור טובי
774,Java Programmer,2021-07-11,11,29000,Ebs
775,Sysadmin Windows,2021-07-11,5,14000,ישראל אורט
776,Software Engineer,2021-07-11,11,25000,רדוור
777,Java Programmer,2021-07-11,0,14000,סופט אנג'י
778,Java Programmer,2021-07-11,0,5400,איירוקס
779,Software Engineer,2021-07-11,6,35000,אינשורנס נקסט
780,Python Programmer,2021-07-11,0,6000,גרופ אינטליגו
781,.NET,2021-07-11,5,15000,קומקס
782,Team Leader,2021-07-11,6,30000,טי איי ג'י אס טי
783,Database Administrator,2021-07-11,2,16000,לאומי בנק
784,Web Programmer,2021-07-11,1,10000,קודס לידר
785,C# Programmer,2021-07-11,0,14000,דיגיטל ווסטרן
786,Algorithms Developer,2021-07-11,3,25000,סמסונג
787,C Programmer,2021-07-11,2,22000,ווטרפול
788,Sysadmin Windows,2021-07-11,5,17000,נס
789,DevOps,2021-07-11,5,23000,אופטימוב
790,.NET,2021-07-11,11,27000,אינדיגו HP
791,Software Engineer,2021-07-11,1,17000,אווירית תעשייה
792,Software Engineer,2021-07-11,8,31000,רשתות F5
793,Team Leader,2021-07-11,5,11500,מבטחים מנורה
794,Team Leader,2021-07-11,10,21000,מערכות גב
795,Python Programmer,2021-07-11,2,20500,צ'קפוינט
796,Software Engineer,2021-07-11,11,55000,וונאג
797,Software Engineer,2021-07-11,8,32000,אלקטל-לוסנט
798,Team Leader,2021-07-11,11,42000,ראיה טכנולוגיות מובילאיי
799,.NET,2021-07-11,2,10000,מטריקס
800,.NET,2021-07-11,11,28000,אורפק
801,Software Engineer,2021-07-11,5,23000,מערכות אלתא
802,Software Engineer,2021-07-10,11,30000,אינפורמטיקה
803,C# Programmer,2021-07-10,6,15000,אמדוקס
804,Web Programmer,2021-07-10,1,9000,קודס לידר
805,Software Student,2021-07-10,0,7000,אינטל
806,C Programmer,2021-07-07,4,9000,מטריקס
807,Software Engineer,2021-07-07,6,11000,אופק יחידת
808,Web Programmer,2021-07-07,0,12000,פלוס קידום
809,Linux,2021-07-07,2,8000,פלאפון
810,Web Programmer,2021-07-07,1,15000,יילד דינמיק
811,Cyber Security,2021-07-07,3,35000,נטוורקס אלטו פאלו
812,Cyber Security,2021-07-07,4,8000,מערכות אלביט
813,Database Administrator,2021-07-07,6,24000,מובייל הוט
814,Java Programmer,2021-07-07,10,20000,אמדוקס
815,Software Student,2021-07-07,0,4500,אווירית תעשייה
816,C Programmer,2021-07-06,0,18000,והבינוי השיכון משרד
817,Java Programmer,2021-07-06,10,32000,מיקרופוקוס
818,Team Leader,2021-07-06,5,16800,רפאל
819,C Programmer,2021-07-06,0,9000,מערכות אלביט
820,C Programmer,2021-07-06,0,6000,איירוקס
821,Web Programmer,2021-07-06,5,14000,לינווייט
822,C# Programmer,2021-07-04,0,5000,אודיוקודס
823,C Programmer,2021-07-04,9,30000,רדוור
824,Software Student,2021-07-04,0,7680,Wix
825,Web Programmer,2021-07-04,5,20000,נס
