,Role,Date,Seniority,Salary,Company
489,Python Programmer,2021-10-10,3,2500,ואליו איי. סי.
490,C# Programmer,2021-10-10,4,10000,רפואית הנדסה כללית
491,Web Programmer,2021-10-06,2,21500,בריינלב
492,Web Programmer,2021-10-06,5,15000,Bit MS
493,Java Programmer,2021-10-06,3,29000,מורגן פי ג'י
494,Java Programmer,2021-10-06,6,25500,ישיר ביטוח
495,Algorithms Developer,2021-10-06,1,28000,קורפוטוניקס
496,Software Engineer,2021-10-06,5,23000,מערכות אלביט
497,Software Engineer,2021-10-06,5,30000,אינטל
498,Mobile Programmer,2021-10-06,4,25000,מבניר
499,Software Student,2021-10-06,0,4000,רפאל
500,C Programmer,2021-10-05,0,13000,נישה
501,C Programmer,2021-10-05,11,24000,דוולור
502,C Programmer,2021-10-05,5,25000,מארוול
503,Linux,2021-10-05,1,5000,האט רד
504,Java Programmer,2021-10-05,0,5500,איירוקס
505,Web Programmer,2021-10-05,4,24000,טאבולה
506,Software Student,2021-10-05,0,5000,אודיוקודס
507,Software Engineer,2021-10-05,5,24000,רדקום
508,Web Programmer,2021-10-05,1,5400,מטריקס
509,Team Leader,2021-10-05,10,24000,טכנולוגיות סי אקס די
510,Web Programmer,2021-10-05,0,6000,איירוקס
511,Software Engineer,2021-10-05,1,6000,טלקום דויטשה
512,Team Leader,2021-10-05,5,17000,בינלאומי בזק
513,.NET,2021-10-03,4,26000,ורוניס
514,.NET,2021-10-03,6,25000,דיימנשנס קליק
515,Web Programmer,2021-10-03,7,23000,טראקס
516,Python Programmer,2021-10-03,1,16000,אמדוקס
517,Web Programmer,2021-10-03,0,18000,טי אנד אל
518,Web Programmer,2021-10-02,2,25000,מיקרוסופט
519,Python Programmer,2021-10-02,1,19000,דיגיטל ווסטרן
520,Software Engineer,2021-10-02,5,36000,HPE מרקורי
521,Java Programmer,2021-10-02,5,27000,הפועלים בנק
522,C# Programmer,2021-10-02,8,25000,רפפורט
523,C# Programmer,2021-10-02,10,25000,מאסטררו בי די
524,.NET,2021-10-02,0,16400,סיינט
525,Software Engineer,2021-10-02,2,25000,ECI
526,Software Engineer,2021-10-02,1,27000,מיקרוסופט
527,Java Programmer,2021-10-02,5,22000,סאפ
528,Mobile Programmer,2021-10-01,3,22000,פייבוקס
529,DevOps,2021-10-01,0,10000,אסטיאה
530,Java Programmer,2021-10-01,0,21000,מיקרוסופט
531,Java Programmer,2021-10-01,3,20000,Airspan
532,DevOps,2021-10-01,6,26000,הפועלים בנק
533,C# Programmer,2021-10-01,1,10000,גוגל
534,Java Programmer,2021-10-01,10,30000,PSL
535,.NET,2021-10-01,0,8500,גרופ טופ
536,Python Programmer,2021-10-01,4,25000,אנבידיה
537,Web Programmer,2021-10-01,6,21000,נס
538,Sysadmin Windows,2021-10-01,3,9000,SQLink
539,Web Programmer,2021-10-01,2,13200,המיסים רשות
540,Software Student,2021-09-30,0,6000,טורנדו מובייל
541,Sysadmin Windows,2021-09-30,0,6500,מלם-תים
542,Java Programmer,2021-09-30,2,20000,אינקרדימייל
543,Software Student,2021-09-30,3,3500,ברזילי חולים בית
544,Software Engineer,2021-09-29,4,30000,אינטל
545,C# Programmer,2021-09-29,3,17000,מטריקס
546,Software Engineer,2021-09-29,5,18300,אמדוקס
547,Web Programmer,2021-09-29,3,22000,פרטנר
548,Web Programmer,2021-09-27,4,30000,Wix
549,Algorithms Developer,2021-09-27,0,20000,אמדוקס
550,C# Programmer,2021-09-27,5,25000,TandemG
551,C Programmer,2021-09-27,10,26000,סופטוויר בי פור אל
552,Python Programmer,2021-09-27,0,20000,מיקרוסופט
553,Cyber Security,2021-09-27,2,12000,גוגל
554,Python Programmer,2021-09-26,0,13500,דיגיטל ווסטרן
555,DevOps,2021-09-26,10,25000,אולקלאוד
556,C# Programmer,2021-09-26,2,21500,פרטנר
557,C Programmer,2021-09-26,5,28000,אלקטריק ג'נרל
558,Mobile Programmer,2021-09-26,1,10000,טי איי סנס
559,Web Programmer,2021-09-26,2,6000,הביטחון משרד
560,Team Leader,2021-09-26,2,24000,ליבריס אקס
561,Software Student,2021-09-26,0,10000,מערכות אלביט
562,Python Programmer,2021-09-26,1,28000,מוטורס ג'נרל
563,DevOps,2021-09-26,4,43000,אנבידיה
564,DevOps,2021-09-26,0,12000,אוקטופוס
565,C# Programmer,2021-09-26,3,30000,ישיר חשמל
566,Python Programmer,2021-09-23,3,45000,ויה
567,Software Engineer,2021-09-23,11,31000,סילקן סקינוביישנס הום
568,Cyber Security,2021-09-23,0,8000,בזק
569,Python Programmer,2021-09-23,1,19000,זומינפו
570,C Programmer,2021-09-22,3,10000,מלם-תים
571,Software Engineer,2021-09-22,3,24000,אנבידיה
572,Web Programmer,2021-09-22,2,11500,החדשה אוטומציה
573,Java Programmer,2021-09-22,6,12500,בזק
574,Java Programmer,2021-09-22,0,7300,איצ טי אר גי
575,DevOps,2021-09-22,4,30000,מארוול
576,Cyber Security,2021-09-22,4,28000,בלוויין
577,Software Engineer,2021-09-22,10,20000,מערכות אלביט
578,Web Programmer,2021-09-19,0,8000,מובאו
579,Python Programmer,2021-09-19,0,7000,מעשית חדשנות
580,C Programmer,2021-09-19,0,9000,ספיאנס
581,DevOps,2021-09-19,1,20918,יו האקר
582,C# Programmer,2021-09-19,0,10000,גוגל
583,C# Programmer,2021-09-19,2,21000,מערכות אלביט
584,Software Engineer,2021-09-19,0,24000,מערכות אלביט
585,Web Programmer,2021-09-19,5,30000,סנטינלוואן
586,C Programmer,2021-09-19,2,28000,ורוניס
587,Java Programmer,2021-09-19,0,24000,נייס
588,Web Programmer,2021-09-19,3,12000,מונולית
589,Web Programmer,2021-09-14,0,13000,מוביל 019
590,Web Programmer,2021-09-14,0,12500,קודס לידר
591,Cyber Security,2021-09-14,0,20000,צ'קפוינט
592,Software Student,2021-09-14,0,12000,מיקרוסופט
593,C# Programmer,2021-09-14,0,24000,אקטיב מון
594,Python Programmer,2021-09-13,3,24000,אדג' סולאר
595,Web Programmer,2021-09-13,3,18000,מטריקס
596,Software Engineer,2021-09-13,11,16000,טכנולוגיות סיברון
597,Web Programmer,2021-09-13,2,10000,טיקס
598,C Programmer,2021-09-13,0,9000,ספיאנס
599,Python Programmer,2021-09-12,0,13000,אמדוקס
600,C# Programmer,2021-09-12,0,16000,מטריקס
601,Software Student,2021-09-12,3,9720,אלגוסק
602,Web Programmer,2021-09-12,11,18600,מטריקס
603,Java Programmer,2021-09-12,5,28000,MSD
604,Python Programmer,2021-09-12,1,15000,פלאפון
605,C# Programmer,2021-09-11,6,22000,גוגל
606,C Programmer,2021-09-11,3,27000,אינטל
607,Cyber Security,2021-09-11,0,6000,נס
608,.NET,2021-09-11,10,20000,נס
609,DevOps,2021-09-11,10,30000,מוביט
610,DevOps,2021-09-11,0,10000,אלפיזור
611,Cyber Security,2021-09-11,0,5300,צ'קפוינט
612,Web Programmer,2021-09-11,0,8000,קמביום
613,Algorithms Developer,2021-09-11,2,32000,מדהאב
614,Java Programmer,2021-09-09,4,18000,אמדוקס
615,Software Engineer,2021-09-09,1,16000,בע״מ אפליקיישנז פסט
616,Software Student,2021-09-09,0,20000,מיקרוסופט
617,Software Engineer,2021-09-09,2,20000,רפאל
618,Web Programmer,2021-09-09,2,12000,אפילומניה
619,Cyber Security,2021-09-09,2,7000,מערכות אלעד
620,Mobile Programmer,2021-09-09,2,11000,גלובלביט
621,Software Engineer,2021-09-09,2,20000,מחשבים אמן
622,Web Programmer,2021-09-09,2,20000,גסטי
623,.NET,2021-09-09,11,17000,רד
624,C Programmer,2021-09-09,6,25000,ריטליקס
625,C Programmer,2021-09-09,0,20000,צ'קפוינט
626,Software Engineer,2021-09-09,6,28000,וורלדמייט
627,Software Engineer,2021-09-09,5,30000,נקסט סמסונג
628,C# Programmer,2021-09-06,3,20000,הבינלאומי בנק
629,C# Programmer,2021-09-06,11,21000,הפועלים בנק
630,Software Student,2021-09-06,0,5000,רפאל
631,Software Student,2021-09-06,0,19000,מיקרוסופט
632,Software Student,2021-09-06,0,5400,אינטל
633,C# Programmer,2021-09-06,8,27000,הביטחון משרד
634,Cyber Security,2021-09-06,1,14000,מידעטק
635,Web Programmer,2021-09-06,6,40000,Wix
636,Web Programmer,2021-09-06,10,38000,אינטל
637,Java Programmer,2021-09-05,7,32000,VMware
638,Python Programmer,2021-09-05,0,3000,צ'קפוינט
639,C# Programmer,2021-09-05,1,5000,לאוטומציה החברה
640,Cyber Security,2021-09-05,0,9000,באגסק
641,Software Engineer,2021-09-05,6,15000,"צה""ל"
642,Java Programmer,2021-09-03,0,12000,סיווה
643,Team Leader,2021-09-03,9,31000,סייברארק
644,Team Leader,2021-09-03,6,35000,אפ קונטרול
645,Software Student,2021-09-03,0,7000,אינטל
646,C# Programmer,2021-09-02,11,23000,אווירית תעשייה
647,PHP,2021-09-02,3,13000,וויטיקס
648,C Programmer,2021-08-12,11,16000,עדן מי
649,Software Engineer,2021-08-12,6,36000,אפספלייר
650,Web Programmer,2021-08-12,4,18000,Wishtrip
651,Team Leader,2021-08-12,9,39000,טנכור קלא
652,Web Programmer,2021-08-12,4,12000,תוכנה תעשיות יוניק
653,Cyber Security,2021-08-12,1,5000,ריטליקס
654,Java Programmer,2021-08-12,10,30000,פאנאיה
655,Software Engineer,2021-08-12,3,25000,מערכות אלביט
656,Software Engineer,2021-08-12,3,20000,אווירית תעשייה
657,Algorithms Developer,2021-08-12,2,26000,מדיקל איתמר
658,Software Engineer,2021-08-12,9,26000,מיקרופוקוס
659,Web Programmer,2021-08-12,1,9500,קודס לידר
660,Software Engineer,2021-08-12,7,35000,ישראל סמיקונדקטור סוני
661,Software Student,2021-08-12,0,7000,דיגיטל קורנית
662,C Programmer,2021-08-11,4,23500,מערכות אלביט
663,C# Programmer,2021-08-11,3,26000,פורסקאוט
664,Sysadmin Windows,2021-08-11,0,8500,מיקרוסופט
665,Java Programmer,2021-08-11,4,20000,החדשה אוטומציה
666,Software Engineer,2021-08-11,11,29000,דוולור
667,Software Engineer,2021-08-07,10,24000,מערכות אלתא
668,DevOps,2021-08-07,2,27000,הפועלים בנק
669,Linux,2021-08-07,0,8000,אינטל
670,Team Leader,2021-08-07,8,40000,רדוור
671,Java Programmer,2021-08-07,3,1800,צ'קפוינט
672,Python Programmer,2021-08-07,1,20000,יוניטרוניקס
673,Team Leader,2021-08-07,10,30000,מגל
674,C Programmer,2021-08-07,11,40000,איי אס אר
675,Algorithms Developer,2021-08-07,5,12000,"צה""ל"
676,Software Engineer,2021-08-06,5,18000,דיגיטל ווסטרן
677,Software Engineer,2021-08-06,4,30000,סטרטסיס
678,Sysadmin Windows,2021-08-06,4,17000,הפניקס
679,Java Programmer,2021-08-06,4,16500,ADT
680,Cyber Security,2021-08-06,0,8000,מערכות אלביט
681,Web Programmer,2021-08-04,2,23000,מערכות אלביט
682,Web Programmer,2021-08-04,1,19000,זומינפו
683,Web Programmer,2021-08-04,2,20000,טרדיגו
684,Java Programmer,2021-08-04,6,21000,ספיאנס
685,Mobile Programmer,2021-08-04,0,12000,פלאזה קראון מלון
686,C# Programmer,2021-08-04,3,12000,שירותים טאב
687,Software Student,2021-08-04,0,10000,ואיאר
688,Database Administrator,2021-08-03,2,12000,ווריפיקיישן דיגיטל
689,DevOps,2021-08-03,10,30000,סנדיסקי
690,Software Engineer,2021-08-03,2,26000,אינטל
691,PHP,2021-08-03,1,15000,וי-ג'ן
692,Team Leader,2021-08-03,4,34000,צ'קפוינט
693,Java Programmer,2021-08-02,10,28000,בי.אם.סי
694,Software Engineer,2021-08-02,5,18000,אמדוקס
695,Algorithms Developer,2021-08-02,5,35000,קופליינט אבר
696,Java Programmer,2021-08-02,2,15000,אמדוקס
697,Software Student,2021-08-02,0,3600,ירושלים עיריית
698,Software Engineer,2021-07-29,4,22660,רשתות F5
699,Algorithms Developer,2021-07-29,5,37000,טראקס
700,Sysadmin Windows,2021-07-29,2,7000,"צה""ל"
701,Software Engineer,2021-07-29,0,30000,ראיה טכנולוגיות מובילאיי
702,C Programmer,2021-07-29,6,31000,צ'קפוינט
703,Team Leader,2021-07-29,5,12000,ירוחם אוטומציה
704,Software Engineer,2021-07-29,3,24000,נייס
705,Python Programmer,2021-07-29,2,30000,באק-אפ אוון
706,Software Student,2021-07-29,0,8000,גוגל
707,C# Programmer,2021-07-28,5,13000,רוקס איי
708,Mobile Programmer,2021-07-28,7,33000,טסטים
709,Python Programmer,2021-07-28,0,19000,צ'קפוינט
710,Algorithms Developer,2021-07-28,2,29000,סקייבוקס
711,Java Programmer,2021-07-28,10,25600,און לוג
712,C# Programmer,2021-07-28,1,18000,צ'קפוינט
713,Web Programmer,2021-07-28,11,23700,מלם-תים
714,Web Programmer,2021-07-28,2,28500,מורגן פי ג'י
715,Web Programmer,2021-07-27,1,15000,קומפאי
716,C Programmer,2021-07-27,5,20000,יאהו!
717,Web Programmer,2021-07-27,4,38000,נטומד
718,PHP,2021-07-27,3,12650,פלקס
719,C Programmer,2021-07-27,6,11000,איירוקס
720,C Programmer,2021-07-27,1,19000,צ'קפוינט
721,Team Leader,2021-07-27,6,25000,אווירית תעשייה
722,Python Programmer,2021-07-27,3,20000,פלייטיקה
723,Team Leader,2021-07-26,9,9500,ופיננסים ביטוח ניהול שקל קבוצת
724,Web Programmer,2021-07-26,7,2000,מוביל 019
725,Software Engineer,2021-07-26,0,10000,מערכות ר.ב
726,Cyber Security,2021-07-26,2,16000,יו האקר
727,C# Programmer,2021-07-26,0,15000,בריקס
728,C# Programmer,2021-07-26,11,41000,מיקרוסופט
729,Cyber Security,2021-07-26,3,11000,מלם-תים
730,Software Engineer,2021-07-26,3,53000,יאהו!
731,Software Student,2021-07-25,0,8500,אמדוקס
732,C# Programmer,2021-07-25,2,10000,מיקרוסופט
733,Software Student,2021-07-25,0,12000,אמזון
734,Java Programmer,2021-07-25,10,26000,ישיר ביטוח
735,Software Student,2021-07-25,0,7000,אינטל
736,Java Programmer,2021-07-25,7,21000,לאומי ביטוח
737,Python Programmer,2021-07-25,3,26000,מימטיקס אינובו
738,Team Leader,2021-07-25,0,4000,אמרל
739,C Programmer,2021-07-25,0,8000,סאפיאנס
740,C# Programmer,2021-07-25,0,6500,איירוקס
741,Java Programmer,2021-07-25,0,21000,צים
742,Mobile Programmer,2021-07-25,3,25000,ווקסי
743,C# Programmer,2021-07-25,3,16000,בקסופט
744,Web Programmer,2021-07-25,2,23000,וויזד פרומרקטינג
745,Python Programmer,2021-07-25,3,23000,אניויז'ן
746,Team Leader,2021-07-25,6,19000,קיסר אבן
747,Software Engineer,2021-07-25,11,28000,מטרוניקס
748,Web Programmer,2021-07-25,0,8000,מרקטינג טק
749,C# Programmer,2021-07-25,0,18000,אווירית תעשייה
750,Cyber Security,2021-07-25,0,7500,בלוויין
751,Software Engineer,2021-07-22,9,36000,מערכות אלביט
752,Team Leader,2021-07-22,5,14000,הופמן מרטנס
753,Cyber Security,2021-07-22,1,10600,סטרטסיס
754,Algorithms Developer,2021-07-22,3,30000,סיסטמס מדיקל פיליפס
755,Web Programmer,2021-07-22,0,13500,ישקר
756,.NET,2021-07-22,2,10500,מערכות אלעד
757,C# Programmer,2021-07-22,4,22000,SQLink
758,Cyber Security,2021-07-22,2,15000,טבע
759,Web Programmer,2021-07-22,11,17000,קופרטו
760,Team Leader,2021-07-21,4,12000,טכנולוגיות סי אקס די
761,C Programmer,2021-07-21,0,17000,אלגוטק
762,Web Programmer,2021-07-21,0,18000,ספיאנס
763,Software Engineer,2021-07-21,2,25000,אינטל
764,Cyber Security,2021-07-21,0,11000,לייבפרסון
765,Java Programmer,2021-07-21,6,28000,אמדוקס
766,Java Programmer,2021-07-21,2,35000,מיקרוסופט
767,C# Programmer,2021-07-21,11,27000,מערכות אלביט
768,Software Engineer,2021-07-21,2,12000,מערכות אלעד
769,Cyber Security,2021-07-20,5,30000,אדג' סולאר
770,Software Engineer,2021-07-20,11,28000,אינדיגו HP
771,Python Programmer,2021-07-20,1,6000,אקספריטסט
772,Web Programmer,2021-07-20,7,27000,סורס איירון
773,Software Engineer,2021-07-19,8,27000,מיקרוגל אייל
774,C# Programmer,2021-07-19,6,28000,דיימנשנס קליק
775,Software Engineer,2021-07-19,6,32000,אינטל
776,PHP,2021-07-19,0,11000,רפאל
777,Web Programmer,2021-07-19,1,13000,מטריקס
778,Python Programmer,2021-07-19,5,19000,ראיה טכנולוגיות מובילאיי
779,Software Engineer,2021-07-19,4,30000,סייברארק
780,Team Leader,2021-07-19,10,40000,טי. אנד איי.טי.
781,Cyber Security,2021-07-19,2,5000,HPE מרקורי
782,Sysadmin Windows,2021-07-19,1,12000,איתוראן
783,DevOps,2021-07-18,2,20500,נס
784,C# Programmer,2021-07-18,0,14000,ECI
785,Java Programmer,2021-07-18,4,35500,טאבולה
786,Cyber Security,2021-07-18,2,12000,רילקומרס
787,C# Programmer,2021-07-18,2,15000,הירולו
788,.NET,2021-07-18,1,9000,לאומי בנק
789,Software Engineer,2021-07-18,0,24500,אלגוטק
790,Java Programmer,2021-07-18,0,12000,דל
791,DevOps,2021-07-18,0,20000,אפספלייר
792,Web Programmer,2021-07-18,1,10000,טיקטינגו
793,Java Programmer,2021-07-18,1,22000,אלקטריק ג'נרל
794,Python Programmer,2021-07-18,3,22000,אניויז'ן
795,C# Programmer,2021-07-15,0,17000,dbMotion
796,Java Programmer,2021-07-15,4,24000,פינסטרה
797,Team Leader,2021-07-15,0,18000,"נתב""ג"
798,Web Programmer,2021-07-15,3,17500,המשפטים משרד
799,Software Engineer,2021-07-15,10,22000,יס
800,Cyber Security,2021-07-15,0,10000,"צה""ל"
801,Software Student,2021-07-14,0,5200,רפאל
802,Database Administrator,2021-07-14,0,11000,מחשבים אמן
803,Cyber Security,2021-07-14,0,10000,מחשבים אמן
804,.NET,2021-07-14,1,25000,מיקרוסופט
805,Software Student,2021-07-14,0,5000,מערכות אלתא
806,DevOps,2021-07-14,2,30000,קנשו
807,Algorithms Developer,2021-07-14,5,52000,מוטורס ג'נרל
808,Web Programmer,2021-07-14,0,7500,סופטוויר גליל
809,Java Programmer,2021-07-13,4,28000,נייס
810,Software Student,2021-07-13,0,7560,יבמ
811,Software Engineer,2021-07-13,6,19000,אמדוקס
812,C# Programmer,2021-07-13,1,12500,ישקר
813,C# Programmer,2021-07-13,4,13000,אינטל
814,PHP,2021-07-13,0,10000,איינמאנג'
815,Cyber Security,2021-07-13,11,20000,זיקוק בתי פז
816,Mobile Programmer,2021-07-13,4,20000,סופט אנג'י
817,Team Leader,2021-07-12,5,14000,ישראל משטרת
818,.NET,2021-07-12,4,12000,מערכות אלעד
819,Team Leader,2021-07-12,10,30000,מידע טכנולוגיות הראל
820,Java Programmer,2021-07-12,0,18000,ספיאנס
821,Software Student,2021-07-12,0,8000,מיקרוסופט
822,Algorithms Developer,2021-07-12,0,20000,פומיסל
823,DevOps,2021-07-12,2,19360,אמדוקס
824,C# Programmer,2021-07-12,6,25000,גוגל
